p0_x,p0_y,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,p5_x,p5_y,p6_x,p6_y,p7_x,p7_y,p8_x,p8_y,p9_x,p9_y,p10_x,p10_y,p11_x,p11_y,p12_x,p12_y,p13_x,p13_y,p14_x,p14_y,p15_x,p15_y,p16_x,p16_y,p17_x,p17_y,p18_x,p18_y,p19_x,p19_y,p20_x,p20_y,label
0.0,0.0,-0.0444331169128418,-0.034275829792022705,-0.07003897428512573,-0.11154866218566895,-0.05455201864242554,-0.18375802040100098,-0.029709935188293457,-0.24096104502677917,-0.09205842018127441,-0.1932186484336853,-0.10051673650741577,-0.28384044766426086,-0.06543397903442383,-0.2688957154750824,-0.045558929443359375,-0.229664146900177,-0.053749680519104004,-0.21276146173477173,-0.06154739856719971,-0.31013011932373047,-0.02573341131210327,-0.27745383977890015,-0.013726949691772461,-0.2345021367073059,-0.02006000280380249,-0.214276522397995,-0.023695409297943115,-0.3029099404811859,0.001657247543334961,-0.28253060579299927,0.010722517967224121,-0.239933043718338,0.01240086555480957,-0.20034024119377136,0.01067894697189331,-0.27547067403793335,0.024426162242889404,-0.2724704146385193,0.02777087688446045,-0.24236947298049927,0
0.0,0.0,-0.05064934492111206,-0.04664885997772217,-0.09113049507141113,-0.13226133584976196,-0.10261446237564087,-0.21343275904655457,-0.06026148796081543,-0.25673922896385193,-0.05855119228363037,-0.22767233848571777,-0.06910443305969238,-0.3191608786582947,-0.07636171579360962,-0.25715774297714233,-0.07153511047363281,-0.20659658312797546,-0.020696163177490234,-0.23267000913619995,-0.02745133638381958,-0.3272724151611328,-0.041253864765167236,-0.2562914192676544,-0.03962278366088867,-0.2003384232521057,0.018404066562652588,-0.22750937938690186,0.015533268451690674,-0.3312039375305176,-0.0047820210456848145,-0.2720498740673065,-0.007110118865966797,-0.20940083265304565,0.05992090702056885,-0.21317580342292786,0.05482280254364014,-0.2954197824001312,0.028895080089569092,-0.2742219567298889,0.01612865924835205,-0.22972649335861206,0
0.0,0.0,-0.05394488573074341,-0.07807111740112305,-0.08051919937133789,-0.169386625289917,-0.0982775092124939,-0.23236072063446045,-0.09139955043792725,-0.27450335025787354,-0.009343743324279785,-0.24632298946380615,-0.019737720489501953,-0.3367280960083008,-0.05990147590637207,-0.30076828598976135,-0.06859862804412842,-0.24919641017913818,0.01229017972946167,-0.24596327543258667,-0.002789139747619629,-0.34827011823654175,-0.054486751556396484,-0.2979114055633545,-0.06323391199111938,-0.2390390932559967,0.03406316041946411,-0.23532819747924805,0.022286653518676758,-0.34064817428588867,-0.034509360790252686,-0.29613837599754333,-0.048566222190856934,-0.23576927185058594,0.052211105823516846,-0.2145923376083374,0.035577595233917236,-0.2999541163444519,-0.011683881282806396,-0.28150877356529236,-0.03006875514984131,-0.23474133014678955,0
0.0,0.0,-0.052059710025787354,-0.09325259923934937,-0.06748461723327637,-0.1816362738609314,-0.09203433990478516,-0.2360450029373169,-0.10699349641799927,-0.2823803424835205,0.05624610185623169,-0.23578521609306335,-0.011229336261749268,-0.3395147919654846,-0.06561386585235596,-0.3116980791091919,-0.08422404527664185,-0.26695138216018677,0.06050747632980347,-0.22530263662338257,-0.017799675464630127,-0.35022127628326416,-0.07650238275527954,-0.3119174540042877,-0.08970600366592407,-0.25884273648262024,0.04668116569519043,-0.20527374744415283,-0.016106605529785156,-0.3345866799354553,-0.0695297122001648,-0.3035193085670471,-0.08180665969848633,-0.2528369426727295,0.01426851749420166,-0.18405115604400635,-0.02529066801071167,-0.28907594084739685,-0.05933213233947754,-0.2849871516227722,-0.06805062294006348,-0.2502577006816864,0
0.0,0.0,-0.040602266788482666,-0.07859629392623901,-0.0453946590423584,-0.160749614238739,-0.06198781728744507,-0.2171158790588379,-0.07926112413406372,-0.25115376710891724,0.059787750244140625,-0.2241891622543335,-0.0053514838218688965,-0.335695743560791,-0.05641406774520874,-0.30738914012908936,-0.07148724794387817,-0.2648725211620331,0.05727940797805786,-0.21217107772827148,-0.014747917652130127,-0.3403918743133545,-0.06666702032089233,-0.30682599544525146,-0.0805593729019165,-0.2594594359397888,0.03434258699417114,-0.19065392017364502,-0.029585301876068115,-0.32533496618270874,-0.07649368047714233,-0.2921443283557892,-0.08932894468307495,-0.24546748399734497,-0.0043013691902160645,-0.16622382402420044,-0.04423940181732178,-0.28446605801582336,-0.07759237289428711,-0.27472326159477234,-0.09012669324874878,-0.23582762479782104,0
0.0,0.0,0.03952294588088989,-0.07524281740188599,0.057797133922576904,-0.16288483142852783,0.035216331481933594,-0.24003329873085022,0.003841102123260498,-0.2762049436569214,0.08680379390716553,-0.20769619941711426,0.029471218585968018,-0.32497015595436096,-0.009724199771881104,-0.3129355013370514,-0.020336687564849854,-0.2826901078224182,0.053388357162475586,-0.1950783133506775,-0.001434326171875,-0.32781606912612915,-0.03948509693145752,-0.3114023804664612,-0.0480421781539917,-0.2726745009422302,0.009536206722259521,-0.17856073379516602,-0.032848358154296875,-0.3167254626750946,-0.06748425960540771,-0.2958154082298279,-0.07623481750488281,-0.2535107135772705,-0.03979295492172241,-0.15447747707366943,-0.0633954405784607,-0.275540828704834,-0.08814853429794312,-0.26694339513778687,-0.10027074813842773,-0.23113983869552612,0
0.0,0.0,0.04517871141433716,-0.0827939510345459,0.06265813112258911,-0.18240630626678467,0.03436976671218872,-0.255422443151474,-0.0010135769844055176,-0.2900032103061676,0.08586061000823975,-0.21412056684494019,0.0373685359954834,-0.3498694598674774,0.010074198246002197,-0.325005441904068,0.011627435684204102,-0.2853351831436157,0.03776216506958008,-0.20346546173095703,-0.005107402801513672,-0.3437783420085907,-0.03028351068496704,-0.3182980716228485,-0.02464604377746582,-0.27648603916168213,-0.012133240699768066,-0.1924559473991394,-0.043496012687683105,-0.3306369483470917,-0.06490164995193481,-0.3068503141403198,-0.06126213073730469,-0.2644672095775604,-0.058651506900787354,-0.17721712589263916,-0.07662147283554077,-0.2929970622062683,-0.08694636821746826,-0.2775697410106659,-0.08415812253952026,-0.23944702744483948,0
0.0,0.0,0.036010146141052246,-0.08891910314559937,0.04395854473114014,-0.17891773581504822,0.017450332641601562,-0.24643632769584656,-0.01619023084640503,-0.27826768159866333,0.07251209020614624,-0.22647666931152344,0.012230217456817627,-0.34257328510284424,-0.0230596661567688,-0.3165103495121002,-0.02612239122390747,-0.2811650335788727,0.03793013095855713,-0.20987921953201294,-0.021896839141845703,-0.34315216541290283,-0.05658906698226929,-0.3207876682281494,-0.05848515033721924,-0.2790099084377289,-0.005090892314910889,-0.19102928042411804,-0.05356317758560181,-0.32672083377838135,-0.08445972204208374,-0.3003619909286499,-0.08675754070281982,-0.25670987367630005,-0.04921025037765503,-0.16478654742240906,-0.07858330011367798,-0.28366997838020325,-0.102142333984375,-0.27543267607688904,-0.11083143949508667,-0.2414151132106781,0
0.0,0.0,-0.005857586860656738,-0.08937323093414307,-0.014081358909606934,-0.17215639352798462,-0.043316423892974854,-0.2281399667263031,-0.07694399356842041,-0.2574308514595032,0.05554068088531494,-0.23559561371803284,-0.014544188976287842,-0.3432735204696655,-0.06251519918441772,-0.31434258818626404,-0.07489234209060669,-0.2715056836605072,0.04636716842651367,-0.22523313760757446,-0.03200560808181763,-0.34577107429504395,-0.07900309562683105,-0.31297722458839417,-0.08797520399093628,-0.26369234919548035,0.020788729190826416,-0.20444992184638977,-0.04582977294921875,-0.333941787481308,-0.09074211120605469,-0.3006893992424011,-0.09966588020324707,-0.2541789412498474,-0.016350984573364258,-0.17743968963623047,-0.061120688915252686,-0.2930833101272583,-0.09246790409088135,-0.27922940254211426,-0.0980604887008667,-0.23778781294822693,0
0.0,0.0,-0.05104738473892212,-0.05310070514678955,-0.08842355012893677,-0.1458338499069214,-0.10579371452331543,-0.22477924823760986,-0.07555520534515381,-0.2675526738166809,-0.03199803829193115,-0.2407006323337555,-0.03876751661300659,-0.33774426579475403,-0.06698042154312134,-0.29828986525535583,-0.07187402248382568,-0.2435528039932251,-0.0011492371559143066,-0.24590855836868286,-0.003279566764831543,-0.3531445264816284,-0.03939753770828247,-0.3021434545516968,-0.04577493667602539,-0.2396376132965088,0.030926764011383057,-0.23971116542816162,0.03613734245300293,-0.35059547424316406,-0.003608226776123047,-0.31182822585105896,-0.016140460968017578,-0.25401562452316284,0.06382763385772705,-0.2221934199333191,0.06604313850402832,-0.3095752000808716,0.03049570322036743,-0.3031010031700134,0.011247217655181885,-0.26760557293891907,0
0.0,0.0,-0.05714970827102661,-0.016873419284820557,-0.10680961608886719,-0.10670745372772217,-0.10741418600082397,-0.1961597204208374,-0.07554525136947632,-0.25020045042037964,-0.09657591581344604,-0.20623785257339478,-0.11481249332427979,-0.29481279850006104,-0.09839564561843872,-0.2566002607345581,-0.08491885662078857,-0.20946723222732544,-0.05856454372406006,-0.22532933950424194,-0.0682065486907959,-0.316457599401474,-0.052197813987731934,-0.2595921754837036,-0.04546469449996948,-0.20746493339538574,-0.019810736179351807,-0.23033881187438965,-0.027825534343719482,-0.32412829995155334,-0.018383562564849854,-0.27416443824768066,-0.014024734497070312,-0.22304630279541016,0.019421756267547607,-0.22346433997154236,0.014940083026885986,-0.29402148723602295,0.013657987117767334,-0.27220410108566284,0.01184302568435669,-0.23620158433914185,0
0.0,0.0,-0.05201089382171631,-0.02053236961364746,-0.09448373317718506,-0.09724366664886475,-0.09040409326553345,-0.17572760581970215,-0.05261242389678955,-0.22180107235908508,-0.09793585538864136,-0.20480021834373474,-0.10749322175979614,-0.298181414604187,-0.08535259962081909,-0.2540413737297058,-0.07651221752166748,-0.2061307728290558,-0.0569993257522583,-0.22449228167533875,-0.05976855754852295,-0.3136441707611084,-0.036634624004364014,-0.2454093098640442,-0.03549569845199585,-0.19749987125396729,-0.01682978868484497,-0.22929954528808594,-0.018281638622283936,-0.3186424672603607,-0.0034717321395874023,-0.25676682591438293,-0.0051631927490234375,-0.2078445553779602,0.021682024002075195,-0.21972081065177917,0.019382715225219727,-0.2926662862300873,0.023357033729553223,-0.26154160499572754,0.018491804599761963,-0.22564271092414856,0
0.0,0.0,-0.04801660776138306,-0.03355765342712402,-0.07467049360275269,-0.1027076244354248,-0.053823232650756836,-0.16482198238372803,-0.013520598411560059,-0.20097193121910095,-0.07007479667663574,-0.22027817368507385,-0.06875073909759521,-0.30308204889297485,-0.050198376178741455,-0.24439525604248047,-0.04788970947265625,-0.19527244567871094,-0.02467930316925049,-0.233720600605011,-0.01607602834701538,-0.31312334537506104,0.0011662840843200684,-0.23533067107200623,-0.005433917045593262,-0.19009101390838623,0.0166817307472229,-0.23240578174591064,0.026936471462249756,-0.31049931049346924,0.036413490772247314,-0.2437399923801422,0.027421116828918457,-0.19620263576507568,0.05332154035568237,-0.2157522737979889,0.06251722574234009,-0.28459715843200684,0.06432688236236572,-0.24896442890167236,0.052547574043273926,-0.2117612659931183,0
0.0,0.0,-0.042753636837005615,-0.017926573753356934,-0.06956815719604492,-0.06774991750717163,-0.04673033952713013,-0.11323791742324829,-0.008647918701171875,-0.14871340990066528,-0.07099533081054688,-0.20839953422546387,-0.05525469779968262,-0.2632158696651459,-0.03403472900390625,-0.1973942518234253,-0.0339774489402771,-0.14421945810317993,-0.019999980926513672,-0.22683602571487427,0.004202008247375488,-0.28891050815582275,0.023012518882751465,-0.19330626726150513,0.010556638240814209,-0.14632809162139893,0.025353193283081055,-0.2275466024875641,0.04967653751373291,-0.28711795806884766,0.05961191654205322,-0.2075689136981964,0.04260361194610596,-0.166589617729187,0.06269538402557373,-0.21079689264297485,0.08057904243469238,-0.25914961099624634,0.08325523138046265,-0.20987102389335632,0.06619817018508911,-0.18075895309448242,0
0.0,0.0,-0.04911226034164429,-0.0103532075881958,-0.09678572416305542,-0.05115342140197754,-0.08613693714141846,-0.09834349155426025,-0.04384744167327881,-0.12195771932601929,-0.08201229572296143,-0.19209221005439758,-0.07828372716903687,-0.23863017559051514,-0.06489241123199463,-0.17837902903556824,-0.064541757106781,-0.13986653089523315,-0.03506344556808472,-0.208451509475708,-0.02363753318786621,-0.24219021201133728,-0.014658689498901367,-0.15504008531570435,-0.027110695838928223,-0.13420647382736206,0.00976794958114624,-0.21066999435424805,0.02501136064529419,-0.2557927966117859,0.028130769729614258,-0.1790880262851715,0.013773679733276367,-0.15220504999160767,0.049459993839263916,-0.1987176239490509,0.06344527006149292,-0.24472352862358093,0.06247192621231079,-0.19529443979263306,0.04810851812362671,-0.17050662636756897,0
0.0,0.0,-0.04794090986251831,-0.013201117515563965,-0.08863705396652222,-0.04773247241973877,-0.07496780157089233,-0.08840185403823853,-0.03940916061401367,-0.1171579360961914,-0.07863783836364746,-0.19586262106895447,-0.064106285572052,-0.22721657156944275,-0.0512392520904541,-0.16622686386108398,-0.05404442548751831,-0.12645024061203003,-0.030810236930847168,-0.21369418501853943,-0.010934889316558838,-0.23962408304214478,-0.002504289150238037,-0.15050464868545532,-0.013859689235687256,-0.1230805516242981,0.01462322473526001,-0.21595999598503113,0.03676950931549072,-0.2493252158164978,0.03906220197677612,-0.17012935876846313,0.023658692836761475,-0.14081323146820068,0.05363863706588745,-0.2027633786201477,0.07201510667800903,-0.2370222508907318,0.06953364610671997,-0.1822148859500885,0.05393904447555542,-0.1582704782485962,0
0.0,0.0,-0.05409085750579834,-0.021491706371307373,-0.10347658395767212,-0.06195700168609619,-0.1376773715019226,-0.09570419788360596,-0.11493474245071411,-0.1117171049118042,-0.0926886796951294,-0.1844601035118103,-0.12931209802627563,-0.22875046730041504,-0.12369018793106079,-0.15570878982543945,-0.10860955715179443,-0.12172096967697144,-0.058284223079681396,-0.18934476375579834,-0.09671074151992798,-0.22375425696372986,-0.09215563535690308,-0.1411307454109192,-0.07664883136749268,-0.11912590265274048,-0.020005345344543457,-0.1838776171207428,-0.05650889873504639,-0.22897633910179138,-0.06166774034500122,-0.15093225240707397,-0.04843813180923462,-0.11798501014709473,0.020464837551116943,-0.16963019967079163,-0.013136208057403564,-0.20836862921714783,-0.030447006225585938,-0.15472662448883057,-0.026097774505615234,-0.1197555661201477,0
0.0,0.0,-0.06936436891555786,-0.035848915576934814,-0.11744093894958496,-0.08788585662841797,-0.15122252702713013,-0.12177574634552002,-0.1618444323539734,-0.1640804409980774,-0.07434791326522827,-0.20326381921768188,-0.12219119071960449,-0.26361408829689026,-0.14231258630752563,-0.20234793424606323,-0.13274145126342773,-0.1582004427909851,-0.05108290910720825,-0.20857751369476318,-0.11403870582580566,-0.2638254761695862,-0.13485854864120483,-0.18476852774620056,-0.11550194025039673,-0.1403711438179016,-0.028867125511169434,-0.2019471824169159,-0.0888742208480835,-0.25575849413871765,-0.11447930335998535,-0.179779052734375,-0.09939491748809814,-0.13358396291732788,-0.010306179523468018,-0.18162792921066284,-0.062156617641448975,-0.2285059094429016,-0.09249001741409302,-0.18095773458480835,-0.0867660641670227,-0.13948339223861694,0
0.0,0.0,-0.053693950176239014,-0.04243779182434082,-0.09506380558013916,-0.11030006408691406,-0.1231614351272583,-0.15655332803726196,-0.12217158079147339,-0.20499619841575623,-0.0505295991897583,-0.209340900182724,-0.0766029953956604,-0.29150936007499695,-0.09994816780090332,-0.23628291487693787,-0.093616783618927,-0.18840894103050232,-0.03149288892745972,-0.2142869234085083,-0.06729161739349365,-0.29730796813964844,-0.0943448543548584,-0.2276386320590973,-0.08328157663345337,-0.17702531814575195,-0.009808659553527832,-0.21111303567886353,-0.04782980680465698,-0.29215115308761597,-0.0787082314491272,-0.22545209527015686,-0.07187396287918091,-0.1721477508544922,0.013003647327423096,-0.19860956072807312,-0.023477494716644287,-0.26564377546310425,-0.05683088302612305,-0.22833821177482605,-0.059327900409698486,-0.18340539932250977,0
0.0,0.0,-0.060279667377471924,-0.06119036674499512,-0.0961679220199585,-0.13868552446365356,-0.1207507848739624,-0.19539481401443481,-0.11793482303619385,-0.24620842933654785,-0.033852577209472656,-0.22698301076889038,-0.05712127685546875,-0.3075859844684601,-0.08770906925201416,-0.2618006765842438,-0.08632075786590576,-0.21421098709106445,-0.016792774200439453,-0.23405122756958008,-0.05185401439666748,-0.3233082890510559,-0.08701545000076294,-0.2613825500011444,-0.0791785717010498,-0.20667093992233276,0.0017645955085754395,-0.2338467836380005,-0.03281038999557495,-0.32436856627464294,-0.07076328992843628,-0.262947142124176,-0.06583267450332642,-0.2037954330444336,0.01966559886932373,-0.22622692584991455,-0.015265166759490967,-0.30329132080078125,-0.05005979537963867,-0.2658660411834717,-0.05132335424423218,-0.21376365423202515,0
0.0,0.0,-0.0531764030456543,-0.06795811653137207,-0.0799551010131836,-0.15547853708267212,-0.09576666355133057,-0.21922457218170166,-0.08411437273025513,-0.2720961570739746,-0.011113345623016357,-0.22863006591796875,-0.021889686584472656,-0.31017670035362244,-0.05180889368057251,-0.2754189670085907,-0.054468631744384766,-0.22646719217300415,0.005157113075256348,-0.2356371283531189,-0.014314234256744385,-0.32773450016975403,-0.04959899187088013,-0.2776990830898285,-0.04879868030548096,-0.21960079669952393,0.02404332160949707,-0.23583894968032837,0.00475919246673584,-0.33238688111305237,-0.03374481201171875,-0.28383421897888184,-0.03552126884460449,-0.2234392762184143,0.0423007607460022,-0.22909879684448242,0.021401584148406982,-0.313210129737854,-0.012092947959899902,-0.285429447889328,-0.01896524429321289,-0.23153674602508545,0
0.0,0.0,-0.048549115657806396,-0.06431424617767334,-0.07286995649337769,-0.15399324893951416,-0.08637511730194092,-0.22097420692443848,-0.06972259283065796,-0.27117055654525757,-7.283687591552734e-05,-0.22009062767028809,-0.008136868476867676,-0.29989439249038696,-0.03903841972351074,-0.2676258683204651,-0.04448133707046509,-0.21820634603500366,0.017405450344085693,-0.22724324464797974,0.0011804699897766113,-0.3182131052017212,-0.03474903106689453,-0.2727925181388855,-0.03676867485046387,-0.2148747444152832,0.03701967000961304,-0.2280164361000061,0.02326267957687378,-0.32550281286239624,-0.016605019569396973,-0.28391945362091064,-0.022938966751098633,-0.22450721263885498,0.05655187368392944,-0.22339367866516113,0.04494452476501465,-0.3100755512714386,0.010154306888580322,-0.29154065251350403,-0.00414198637008667,-0.2417648732662201,0
0.0,0.0,-0.040717124938964844,-0.06590098142623901,-0.0562291145324707,-0.1482754945755005,-0.06269586086273193,-0.2141023874282837,-0.04483705759048462,-0.2622619569301605,0.014006316661834717,-0.20059734582901,0.00970602035522461,-0.27304381132125854,-0.01897907257080078,-0.24868261814117432,-0.026558876037597656,-0.20183265209197998,0.03127998113632202,-0.20702838897705078,0.01966702938079834,-0.2933402359485626,-0.012484073638916016,-0.24875348806381226,-0.014356613159179688,-0.19009578227996826,0.05198484659194946,-0.20743685960769653,0.04279822111129761,-0.298671692609787,0.006679236888885498,-0.2610418200492859,0.0004652738571166992,-0.2037825584411621,0.07400727272033691,-0.20217454433441162,0.07316052913665771,-0.28451740741729736,0.04250800609588623,-0.2798035740852356,0.026379883289337158,-0.2419230341911316,0
